,Title,Published_date,Views,Likes,Comments,Month
2775,#MUNDOWIGETTA2 - NUEVA DIMENSION! #60,2018-05-17,875111,99652,3007,May
2776,REFUGIO ANTI ZOMBIES - STATE OF DECAY 2,2018-05-16,4211378,195890,6750,May
2777,🔴 PROBANDO *NUEVO ARMA* ¿MANZANAS?,2018-05-16,716299,62797,620,May
2778,¿LOS MEJORES DETECTIVES DEL MUNDO?,2018-05-15,2815257,204752,9874,May
2779,🔴 FORTNITE - ESPERANDO *NUEVO* ARMA!,2018-05-15,1054240,90723,600,May
2780,#MUNDOWIGETTA2 - CREEPER GIGANTE DE TRES CABEZAS! #58,2018-05-14,974418,98656,3574,May
2781,🔴 FORTNITE - SUPER BATALLAS 50 VS 50,2018-05-14,2012832,91505,1215,May
2782,¿CONSEGUIRE ASUSTARME HOY? #ASUSTOAVEGETTA,2018-05-13,1770049,170118,6991,May
2783,FORTNITE - JUGANDO SOLO ¿VICTORIA?,2018-05-13,4563000,119339,3698,May
2784,#MUNDOWIGETTA2 - COMO DOMESTICAR MURCIELAGOS! #56,2018-05-12,818374,112812,3162,May
2785,🔴 *NUEVO MODO* EN FORTNITE!,2018-05-12,2077572,107152,1144,May
2786,GOD OF WAR - LA REINA DE LAS VALKIRIAS!,2018-05-11,4184355,171017,5241,May
2787,EL HOMBRE CON MAS SUERTE DEL MUNDO!,2018-05-11,3386137,215390,2309,May
2788,🔴 FORTNITE FOR NIGHT - ¿HABRA VICTORIAS?,2018-05-10,948534,65972,657,May
2789,#MUNDOWIGETTA2 - LA SETA GIGANTE Y EL WITHER! #54,2018-05-10,869590,67417,3823,May
2790,GOD OF WAR - KRATOS VS VALKIRIAS (PARTE 1),2018-05-09,1917600,117352,3223,May
2791,WILLY VS VEGETTA VS FARGAN - CRAZY BIGHEADS,2018-05-09,600377,54777,940,May
2792,GOD OF WAR - FINAL Y FINAL SECRETO,2018-05-08,5126786,257461,13587,May
2793,#MUNDOWIGETTA2 - DESPEDIDA DE WILLY #52,2018-05-08,916652,99631,3854,May
2794,GOD OF WAR - EL INTERIOR DE LA SERPIENTE #19,2018-05-07,2237615,180241,5144,May
2795,🔴 FORTNITE Y PUBG ¿VICTORIAS EPICAS?,2018-05-07,824514,81778,1531,May
2796,GOD OF WAR - ULTIMO DRAGON LIBERADO Y NUEVO REINO! #18,2018-05-06,2544527,135644,4740,May
2797,#MUNDOWIGETTA2 - ADOPTAMOS!  #50,2018-05-06,885059,73457,3022,May
2798,INTENTANDO ASUSTAR A VEGETTA #3,2018-05-05,2063533,178048,6633,May
2799,GOD OF WAR - EL COMBATE MAS INCREIBLE #17,2018-05-05,2643437,156855,5026,May
2800,GOD OF WAR - ¿QUE LE PASA A ATREUS? #16,2018-05-04,2572429,154687,10816,May
2801,#MUNDOWIGETTA2 - BEBES EN CASA Y TORNADO EPICO #48,2018-05-04,1001304,81208,3857,May
2802,GOD OF WAR - TODO POR MI HIJO #15,2018-05-03,2058075,145513,5037,May
2803,🔴 DESCUBRIENDO LOS SECRETOS SEASON 4 - FORTNITE,2018-05-03,712187,62147,778,May
2804,GOD OF WAR - EL REINO DE LOS MUERTOS #14,2018-05-02,2531537,184237,6004,May
2805,#MUNDOWIGETTA2 - HABICHUELAS MAGICAS Y SUPER CASA! #46,2018-05-02,858486,93027,3157,May
2806,GOD OF WAR - KRATOS VS HIJOS DE THOR Y VALKIRIA #13,2018-05-01,4114571,229735,6319,May
2807,VEGETTA EN FARCRY 5 - FINAL,2018-05-01,1568762,113206,6642,May
2808,GOD OF WAR - DRAGON LIBERADO Y TIERRA DE GIGANTES #12,2018-04-30,2591351,153250,7144,Apr
2809,#MUNDOWIGETTA2 - TORNADO INESPERADO! #44,2018-04-30,963724,85091,2950,Apr
2810,GOD OF WAR - EL LAGO DE LOS NUEVE #11,2018-04-29,2792018,216661,22760,Apr
2811,VEGETTA EN FARCRY 5 - EL FIN DE JACOB,2018-04-29,785813,76872,2569,Apr
2812,GOD OF WAR  - LA CABEZA DE MIMIR #10,2018-04-28,2932852,186942,6034,Apr
2813,#MUNDOWIGETTA2 - REGRESO A CASA #42,2018-04-28,1062395,91862,3244,Apr
2814,LA TRAMPA DE DINOSAURIOS - MUNDO PIXARK,2018-04-28,764156,53765,1689,Apr
2815,GOD OF WAR  - DRAGON VS KRATOS (COMBATE EPICO) #9,2018-04-27,2358571,218508,5964,Apr
2816,VEGETTA EN FARCRY 5 - EL TIRACHINAS,2018-04-27,828082,66248,1884,Apr
2817,GOD OF WAR  - DIA DE GIGANTES #8,2018-04-26,2825672,193521,6821,Apr
2818,#MUNDOWIGETTA2 - ALIENS EN LA LUNA #40,2018-04-26,1267697,100548,4033,Apr
2819,GOD OF WAR  - ¿LA MUJER DE KRATOS? #7,2018-04-25,2730178,255781,5669,Apr
2820,WORLD OF TANKS - MI PRIMERA VEZ (JUEGO GRATIS),2018-04-25,715902,66406,3153,Apr
2821,GOD OF WAR  - INCREIBLES ELFOS OSCUROS #6,2018-04-24,2950384,186009,5630,Apr
2822,VEGETTA EN FARCRY 5 - ¿OSO AMOROSO O PELIGROSO? #18,2018-04-24,968605,77917,2282,Apr
2823,GOD OF WAR  - EL DRAGON Y EL SUPER PORTAL #5,2018-04-23,4067985,283960,12584,Apr
2824,#MUNDOWIGETTA2 - VIAJE AL CIELO #38,2018-04-23,907928,84562,3678,Apr
2825,GOD OF WAR  - SERPIENTE DEL MUNDO #4,2018-04-22,4306222,233270,10282,Apr
2826,VEGETTA EN FARCRY 5 - PUMA DE OJOS ROJOS #17,2018-04-22,939622,86242,2963,Apr
2827,EN BUSCA DEL BIGFOOT - MUNDO PIXARK #8,2018-04-22,654297,65039,2657,Apr
2828,GOD OF WAR  - LA BRUJA MISTERIOSA #3,2018-04-21,3751463,255453,9216,Apr
2829,#MUNDOWIGETTA2 - NOS DIVORCIAMOS #36,2018-04-21,1074277,119833,4380,Apr
2830,GOD OF WAR  - NUEVOS ENEMIGOS #2,2018-04-20,5446770,334963,8000,Apr
2831,🔴 PROBANDO *NUEVA SKIN LEGENDARIA* + MODO 50 VS 50,2018-04-20,657641,48878,784,Apr
2832,VEGETTA EN FARCRY 5 - SUPER COMBATE FINAL #16,2018-04-20,955296,78960,2531,Apr
2833,GOD OF WAR  - COMIENZO EPICO #1,2018-04-19,11046833,559102,19807,Apr
2834,#MUNDOWIGETTA2 - MATAMOS AL REY #34,2018-04-19,964838,90096,2734,Apr
2835,VEGETTA EN FARCRY 5 - LLEGO EL MOMENTO #15,2018-04-18,931046,116401,3472,Apr
2836,¿QUE SOMOS HOY? - WILLY VS FARGAN VS VEGETTA,2018-04-18,2566582,120846,2118,Apr
2837,#MUNDOWIGETTA2 - VOLAMOS EN MANTICORA! #32,2018-04-17,982770,91164,4387,Apr
2838,MI MEJOR PARTIDA CON WILLY Y FARGAN,2018-04-17,1606392,87759,887,Apr
2839,VEGETTA EN FARCRY 5 - FRANCOTIRADOR DE ORO #14,2018-04-16,1166846,131036,3281,Apr
2840,WIGETTA EN FORTNITE - EQUIPO EXPLOSIVO,2018-04-16,2923698,114112,2237,Apr
2841,#MUNDOWIGETTA2 - CREEPER GIGANTE!!!  #30,2018-04-15,1133213,115429,6525,Apr
2842,🔴  *NUEVA SKIN LEVIATAN* - FORTNITE ¿VICTORIAS?,2018-04-15,868066,86309,909,Apr
2843,ANIMALES PELIGROSOS - WILLY VS FARGAN VS VEGETTA,2018-04-15,8518539,239596,4487,Apr
2844,VEGETTA EN FARCRY 5 - ¿ALIENS EN FARCRY 5? #13,2018-04-14,1210978,89943,3779,Apr
2845,SORPRESA + LOBO FANTASMA - MUNDO PIXARK #7,2018-04-14,656145,68833,1784,Apr
2846,#MUNDOWIGETTA2 - MASCOTA TIGRE Y MANTICORA! #28,2018-04-13,1079885,99436,3429,Apr
2847,MOMENTOS DIVERTIDOS CON WILLY Y FARGAN,2018-04-13,1155891,70552,1131,Apr
2848,VEGETTA EN FARCRY 5 - CONSEGUIMOS UN PUMA! #12,2018-04-12,2093043,143654,17297,Apr
2849,COMO GANAR EN FORTNITE * CON HUEVOS*,2018-04-12,373799,33430,1544,Apr
2850,#MUNDOWIGETTA2 - COMO NO CONQUISTAR UNA CHICA #26,2018-04-11,1233385,89143,4846,Apr
2851,REGRESA WILLY VS FARGAN VS SUPER OJETE!,2018-04-11,3894179,211163,3147,Apr
2852,VEGETTA EN FARCRY 5 - UN ENCUENTRO INCREIBLE! #11,2018-04-10,1026515,95969,3061,Apr
2853,🔴  CAPTURANDO EL UNICORNIO - MUNDO PIXARK #6,2018-04-10,766154,66453,1316,Apr
2854,#MUNDOWIGETTA2 - MI FUTURA MUJER! #24,2018-04-09,1033319,95910,4566,Apr
2855,🔴 FORTNITE - 2 VICTORIAS + TROLLEO AMISTOSO,2018-04-09,699059,60119,991,Apr
2856,VEGETTA EN FARCRY 5 - ¿ANGEL O DEMONIO? #10,2018-04-08,1229211,114655,3471,Apr
2857,🔴 MUNDO PIXARK - MIS DINOSAURIOS Y NOVEDADES #5,2018-04-08,953864,80253,1356,Apr
2858,REGRESO A PUBG EN EL MOVIL - GRATIS PUBG MOBILE,2018-04-08,984423,78986,5137,Apr
2859,#MUNDOWIGETTA2 - LEOPARDO DICAPRIO + SORTEO NIKE #22,2018-04-07,1051631,117856,4756,Apr
2860,¿QUIEN SE COMERA EL SUGUS MAS DURO?,2018-04-07,1429515,132892,2697,Apr
2861,VEGETTA EN FARCRY 5 - EL BUNKER DE JOHN SEED #9,2018-04-06,1031255,117277,2703,Apr
2862,🔴 * NUEVA SKIN * CUERVOGETTA EN FORTNITE!,2018-04-06,774047,76242,697,Apr
2863,MUNDO PIXARK - CONSEGUIMOS SUPER SARCOSAURIO!!! #4,2018-04-05,855030,57822,2080,Apr
2864,VEGETTA EN FARCRY 5 - AVION VS AVION #8,2018-04-05,1056235,126000,2958,Apr
2865,#MUNDOWIGETTA2 - PLANTAS DE MAGIA #20,2018-04-04,1191801,134204,3909,Apr
2866,🔴 NUEVO MAPA PUBG - 4X4 SAVAGE,2018-04-04,1174179,104465,1250,Apr
2867,FINAL DE PELICULA -  A WAY OUT #11,2018-04-03,2355885,175297,15662,Apr
2868,VEGETTA EN FARCRY 5 - DESTROZAMOS UNA MINA DE ORO! #7,2018-04-03,1259104,106564,3134,Apr
2869,#MUNDOWIGETTA2 - FUTURO EJERCITO #18,2018-04-02,1218207,172290,9091,Apr
2870,🔴 MUNDO PIXARK - PODEMOS VOLAR! #3,2018-04-02,1184911,88830,1762,Apr
2871,VEGETTA EN FARCRY 5 - LA PALA DEL PODER #6,2018-04-01,1569496,118422,3752,Apr
2872,MUNDO PIXARK - NUESTRA CASA Y DINOSAURIOS! #2,2018-04-01,1333047,78126,2648,Apr
2873,CONOZCO A MI HIJA! -  A WAY OUT #9,2018-04-01,1671717,164064,7423,Apr
2874,#MUNDOWIGETTA2 - NUEVA ISLA DE CULTIVOS #16,2018-03-31,1188404,141395,5138,Mar
2875,VEGETTA EN FAR CRY 5 - ROBO CAMION CON AMETRALLADORA #5,2018-03-31,1573139,121966,12452,Mar
2876,JUGANDO PUBG EN EL MOVIL - GRATIS PUBG MOBILE!,2018-03-31,2954452,154833,12928,Mar
2877,AMOR DE PADRE! -  A WAY OUT #7,2018-03-30,1832857,129838,8107,Mar
2878,🔴 MUNDO PIXARK - COMIENZA LA AVENTURA #1,2018-03-30,1976962,137993,1862,Mar
2879,#MUNDOWIGETTA2 - MAGIA DEL BOSQUE #14,2018-03-29,1256581,129330,4840,Mar
2880,VEGETTA EN FARCRY 5 - PESCANDO Y AVANZANDO! #4,2018-03-29,1946331,181035,5282,Mar
2881,EPICA PERSECUCION! -  A WAY OUT #5,2018-03-28,2541717,162459,2322,Mar
2882,VEGETTA EN FARCRY 5 - COCHE SECRETO Y FINAL INESPERADO #3,2018-03-28,2475305,157174,5861,Mar
2883,#MUNDOWIGETTA2 - UN GRAN HOGAR #12,2018-03-27,1543688,124026,5544,Mar
2884,VEGETTA EN FARCRY 5 - ATAQUE DE OSOS Y MOMENTOS EPICOS #2,2018-03-27,2869080,187277,6079,Mar
2885,COMO ESCAPAR DE LA CARCEL -  A WAY OUT #3,2018-03-26,3425921,227872,3225,Mar
2886,VEGETTA EN FARCRY 5 - EL GRAN REGRESO! #1,2018-03-26,4571962,259646,7654,Mar
2887,#MUNDOWIGETTA2 - AZULJARO Y LA CAJA FUERTE #10,2018-03-25,1632053,200831,9408,Mar
2888,WILLY VS VEGETTA VS FARGAN - SOMOS POLLOS!,2018-03-25,703329,67218,1729,Mar
2889,INTENTANDO ASUSTAR A VEGETTA #2,2018-03-24,3357466,284676,9936,Mar
2890,MI MEJOR PARTIDA CON *ESCOPETA PESADA LEGENDARIA* - FORTNITE,2018-03-24,2378263,103127,1993,Mar
2891,#MUNDOWIGETTA2 - SUPER BATALLA EN EL DESIERTO #8,2018-03-23,1622947,159545,4395,Mar
2892,WIGETTA EN LA CARCEL - A WAY OUT #1,2018-03-23,7129698,370290,7198,Mar
2893,ADIVINA EL PRECIO! CON WILLY,2018-03-22,2458761,216745,3852,Mar
2894,PROBANDO *NUEVA* ESCOPETA PESADA - FORTNITE,2018-03-22,527875,54331,477,Mar
2895,#MUNDOWIGETTA2 - LUNA DE SANGRE #6,2018-03-21,1731852,151500,5975,Mar
2896,* NUEVO * MODO DE JUEGO - ASALTO RELAMPAGO - FORTNITE,2018-03-21,707149,62823,465,Mar
2897,MUCHAS RISAS EN HIGHER LOWER #1,2018-03-20,750188,102480,2234,Mar
2898,🔴 MISTERIOS DE SEA OF THIEVES (JUEGO FINAL),2018-03-20,934848,70036,877,Mar
2899,#MUNDOWIGETTA2 - NUEVOS AMIGOS! #4,2018-03-19,1885279,185644,5613,Mar
2900,JUGANDO FORTNITE SOLO - ¿GANAREMOS?,2018-03-19,4806132,127690,4595,Mar
2901,INTENTANDO ASUSTAR A VEGETTA #1,2018-03-18,4114549,365124,16139,Mar
2902,🔴 *NUEVA* SUPER SKIN LEGENDARIA! - FORTNITE,2018-03-18,1305975,127894,1003,Mar
2903,#MUNDOWIGETTA2 - LA CHICA WILLY #2,2018-03-17,2425410,202199,6889,Mar
2904,EL GOL DE ORO - WILLY VS FARGAN VS VEGETTA,2018-03-17,2549951,103549,1652,Mar
2905,🔴 VICTORIAS CON *NUEVA*  SKIN DE LA SUERTE + C4! - FORTNITE,2018-03-16,763722,72558,825,Mar
2906,¿SUERTE? - WLLY VS FARGAN VS VEGETTA,2018-03-16,3570998,132951,1575,Mar
2907,"SUPER AMOR, HA VUELTO - WILLY VS FARGAN VS VEGETTA",2018-03-15,4459213,182183,3135,Mar
2908,MISIL ENTLE MOLINOS - GTA V!,2018-03-15,1272974,72134,1786,Mar
2909,🔴 NUEVA SKIN - FORTNITE CON ALEXBY,2018-03-14,739399,80715,868,Mar
2910,BAD BUNNY GETTA - MINECRAFT,2018-03-14,1220262,119806,5877,Mar
2911,LLUVIA DE SERPIENTES 🐍 WILLY VS FARGAN VS VEGETTA!,2018-03-13,3864084,147336,1753,Mar
2912,🔴 CAJAS + FAILS + VICTORIAS - PUBG!!!!!,2018-03-13,1039609,82234,1383,Mar
2913,FUTBOL EN GANG BEASTS!!! - WILLY VS FARGAN VS VEGETTA,2018-03-12,4764141,156217,2532,Mar
2914,🔴 FORTNITE - JOHN WICK GETTA ¿GANAREMOS?,2018-03-12,731170,71012,715,Mar
2915,EL COCHE OVNI EN GTA V!,2018-03-11,1124108,68126,1595,Mar
2916,🔴 FORTNITE - RISAS Y ¿VICTORIAS?,2018-03-11,1414532,116059,753,Mar
2917,🔴 SEA OF THIEVES - BETA FINAL,2018-03-11,812085,75794,841,Mar
2918,SUPER OJETE LO PETA! - WILLY VS VEGETTA VS FARGAN,2018-03-10,1260718,121151,2189,Mar
2919,🔴 FORTNITE - TODOS JUNTOS!!! AU AU AU,2018-03-10,3508507,173551,2233,Mar
2920,NUEVAS SERPIENTES! - WILLY VS FARGAN VS VEGETTA - STICK FIGHT,2018-03-09,3635569,133572,1533,Mar
2921,🔴 ¿LA ROPA DE LA VICTORIA? - PLAYERUNKNOWN'S BATTLEGROUNDS,2018-03-09,880629,75652,1053,Mar
2922,#MUNDOWIGETTA - RESUCITANDO A TON #97,2018-03-08,1636106,110202,6410,Mar
2923,🔴 MI PRIMER DIRECTO DE FORTNITE - NUEVO MODO DE JUEGO 20 vs 20,2018-03-08,879750,83190,737,Mar
2924,NUEVOS TRAJES Y MAPA - GANG BEASTS - WILLY VS FARGAN VS VEGETTA,2018-03-07,1858915,125597,2132,Mar
2925,DINOSAURIO EN FORTNITE,2018-03-07,2211819,73251,1813,Mar
2926,#MUNDOWIGETTA - EL ALTAR DE SANGRE Y EL GRAN TON #95,2018-03-06,1635739,142676,5559,Mar
2927,SUPER ACTUALIZACION - RAINBOW SIX SIEGE OUTBREAK!,2018-03-06,1446291,111738,1368,Mar
2928,MISION ANTI DISTURBIOS - EPICIDAD EN GTA V,2018-03-05,1866343,106778,2752,Mar
2929,WIGETTA EN ZOO TYCOON - ZOO INCREIBLE! #14,2018-03-05,624501,80469,2989,Mar
2930,#MUNDOWIGETTA -  ESCOBA Y FARO MAGICOS! #93,2018-03-04,1335088,118090,11453,Mar
2931,🔴 NUEVAS CAJAS + NOVEDADES - PLAYERUNKNOWN'S,2018-03-04,812831,89827,963,Mar
2932,GOYAGETTA VS WILLY VS FARGAN,2018-03-03,1174360,121585,2645,Mar
2933,WIGETTA EN ZOO TYCOON - LLEGAN LOS LEONES! #12,2018-03-03,914560,103761,4398,Mar
2934,"#MUNDOWIGETTA -  VAMPIRETTA,AMIGO DE LOS CREEPERS #91",2018-03-02,1484439,125315,5770,Mar
2935,1% DE VIDA ¿VICTORIA? - FORTNITE,2018-03-02,2565140,126577,3977,Mar
2936,WIGETTA EN ZOO TYCOON - AMOR DE CANGURO #10,2018-03-01,981770,111433,2948,Mar
2937,LA BALLENA MORDEDORA - WILLY VS FARGAN VS VEGETTA,2018-03-01,6297392,166715,2288,Mar
2938,JOHN WICK EN EL COLEGIO,2018-03-01,724315,61811,2112,Mar
2939,#MUNDOWIGETTA -  MINIONS Y DRAGONES!   #89,2018-02-28,1523617,155166,6259,Feb
2940,BOLAS GIGANTES! - WILLY VS FARGAN VS VEGETTA,2018-02-28,1615634,98421,1735,Feb
2941,WIGETTA EN ZOO TYCOON - HIPOPOTAMOS INCREIBLES!  #7,2018-02-27,1297576,99189,4590,Feb
2942,RUDOLFGETTA VS WILLY VS FARGAN,2018-02-27,4701643,189147,3541,Feb
2943,#MUNDOWIGETTA -  ZONA DE ENTRENAMIENTO!   #87,2018-02-26,1495365,144898,4898,Feb
2944,DIA DE EPICIDADES - WILLY VS FARGAN VS VEGETTA,2018-02-26,2924158,129037,2100,Feb
2945,WILLY VS FARGAN VS VEGETTA - PARTY PANIC,2018-02-25,8282703,190747,2970,Feb
2946,WIGETTA EN ZOO TYCOON -  JIRAFAS Y PEREZOSOS HERMOSOS #5,2018-02-25,1355319,147717,3705,Feb
2947,#MUNDOWIGETTA -  TON Y TIN Y LA SUPER ARMADURA  #85,2018-02-24,2093145,123504,5882,Feb
2948,DISPARO FINAL EPICO - FORTNITE,2018-02-24,2071444,95837,4146,Feb
2949,WIGETTA EN ZOO TYCOON - SUPER PUMA!!!  #3,2018-02-23,2306419,173714,4763,Feb
2950,PANDETTA VS WILLY VS FARGAN,2018-02-23,4712211,282240,4371,Feb
2951,#MUNDOWIGETTA -  CAZADORES DE CLIMAS  #83,2018-02-22,1551354,132254,5150,Feb
2952,"OSITO AMOROSO, EN LA FINAL TE DESTROSO!",2018-02-22,957007,66802,3091,Feb
2953,WIGETTA EN ZOO TYCOON - NUEVA AVENTURA #1,2018-02-21,4125976,339115,8192,Feb
2954,SUPER MISION PARA FARGAN Y VEGETTA,2018-02-21,2959007,145090,3962,Feb
2955,#MUNDOWIGETTA -  COMO MATAR ESPIRITUS  #81,2018-02-20,1733906,124547,4878,Feb
2956,NUEVO MAPA - WILLY VS FARGAN VS VEGETTA,2018-02-20,2565649,121386,2191,Feb
2957,NINJAGETTA VS WILLY VS FARGAN,2018-02-19,11077164,410178,6117,Feb
2958,FORTNITE - AMOR PARA TODOS (FINAL MUY TENSO),2018-02-19,887275,77146,5222,Feb
2959,#MUNDOWIGETTA -  A POR EL DRAGON!  #79,2018-02-18,2033900,181839,7400,Feb
2960,DIA DE RISAS - 2 X 1,2018-02-18,964897,87245,3126,Feb
2961,21 MILLONES DE GRACIAS - SUPER SORTEO!,2018-02-17,994858,170328,87980,Feb
2962,SUPER ACTUALIZACION - SEA OF THIEVES,2018-02-17,2663415,151500,2975,Feb
2963,#MUNDOWIGETTA -  BOLSAS DE PODER  #77,2018-02-16,1646668,130013,14817,Feb
2964,WIGETTA EN FORTNITE - CUPIDOS AMOROSOS,2018-02-16,6575640,215342,5673,Feb
2965,🔴 JOHN WICKGETTA - PUBG,2018-02-15,854760,83657,1090,Feb
2966,RAINBOW SIX - GRATIS HASTA EL DOMINGO!,2018-02-15,1419073,98329,3397,Feb
2967,#MUNDOWIGETTA -  RITUALES DE TRANSFORMACION  #75,2018-02-14,1628481,159819,4679,Feb
2968,SAN VALENTIN CON SUPER AMOR,2018-02-14,7434497,264203,5886,Feb
2969,🔴 #NOCHEINTIMAVEGETTIL,2018-02-13,2052404,188664,3787,Feb
2970,WIGETTA EN FORTNITE - LA BALLESTA DEL AMOR,2018-02-13,6839221,253423,7018,Feb
2971,#MUNDOWIGETTA -  EXPLORADORES DE MINECRAFT  #72,2018-02-13,1954302,137812,6668,Feb
2972,EPICO FINAL - PARKOUR EN GTA V!,2018-02-12,992926,90983,2726,Feb
2973,RECORD DE VICTORIAS - WILLY VS FARGAN VS VEGETTA,2018-02-11,1934096,119458,1925,Feb
2974,🔴 SIN MIEDO - PLAYERUNKNOWN BATTLEGROUND,2018-02-11,1783036,118864,1205,Feb
2975,#MUNDOWIGETTA -  VEGETTA VS DRAGON (LUCHA EN COLISEO)  #71,2018-02-10,1823853,162926,16131,Feb
2976,MAGOGETTA VS WILLY VS FARGAN - GANG BEASTS,2018-02-10,5490955,292880,5252,Feb
2977,DOLAN VS WILLY VS FARGAN VS VEGETTA - PARTY PANIC,2018-02-09,3338057,150787,2277,Feb
2978,🔴  4 A POR LA VICTORIA! - PLAYERUNKNOWN BATTLEGROUND,2018-02-09,890518,92192,1178,Feb
2979,#MUNDOWIGETTA -  ESPIRITU DEL WITHER!  #69,2018-02-08,2369549,215668,6339,Feb
2980,POLICIAS PARKOURIANOS - GTA V,2018-02-08,1785128,133605,1707,Feb
2981,SUPEROJETTE VS WILLY VS FARGAN - GANG BEASTS,2018-02-07,4212383,215910,4738,Feb
2982,🔴 LOS TRES MOSQUETEROS - RAINBOW SIX,2018-02-07,1598385,129239,2055,Feb
2983,#MUNDOWIGETTA - COLISEO DE DRAGONES #67,2018-02-06,1851655,191247,6846,Feb
2984,VEGETTA VS FARGAN - UFC 3 ¿QUIEN GANARA?,2018-02-06,3291640,168736,2167,Feb
2985,SUPER ARMA - WILLY VS FARGAN VS VEGETTA,2018-02-05,2826273,131847,1764,Feb
2986,🔴 YES! WE CAN! - PLAYERUNKNOWN'S BATTLEGROUNDS,2018-02-05,842924,97047,793,Feb
2987,#MUNDOWIGETTA - LA FAMILIA CRECE! #65,2018-02-04,2171971,175461,11634,Feb
2988,🔴 RAINBOW SIX - MI PRIMERA VEZ EN PC,2018-02-04,1508458,147148,3018,Feb
2989,WILLY VS VEGETTA - UFC 3,2018-02-03,3659693,196365,3177,Feb
2990,WILLY VS VEGETTA VS FARGAN - UNIVERSITARIOS!,2018-02-03,3664937,243316,4117,Feb
2991,#MUNDOWIGETTA - SUPER VAMPIRO Y PIRATA!  #63,2018-02-02,2858611,186395,19451,Feb
2992,🔴 DREAM TEAM!  - PLAYERUNKNOWN'S BATTLEGROUNDS,2018-02-02,1135786,99505,1195,Feb
2993,WILLY VS FARGAN VS VEGETTA - PARTY PANIC,2018-02-01,10761320,281640,3460,Feb
2994,SUPER ELECTRICIDAD! - GTA V,2018-02-01,3833937,183346,3308,Feb
2995,#MUNDOWIGETTA - MI HIJO DRAGON!  #61,2018-01-31,3167034,192991,7989,Jan
2996,🔴 ¿NUEVAS VICTORIAS? - PLAYERUNKNOWN'S BATTLEGROUNDS,2018-01-31,866968,96320,1220,Jan
2997,MUCHAS RISAS - WILLY VS FARGAN VS VEGETTA,2018-01-30,3977362,170777,2250,Jan
2998,BAJO EL MAR - MINECRAFT PVP,2018-01-30,748300,98744,4713,Jan
2999,#MUNDOWIGETTA - MADRE DRAGON BLANCO DE OJOS AZULES #59,2018-01-29,2138860,196515,13557,Jan
3000,🔴 JOHN WICK Y LA VICTORIA - PLAYERUNKNOWN'S BATTLEGROUNDS,2018-01-29,842262,94703,1165,Jan
3001,MINECRAFT PVP - AU AU AU,2018-01-28,855135,107778,4435,Jan
3002,GATITOGETTA VS WILLY VS FARGAN,2018-01-28,5435241,219746,5061,Jan
3003,#MUNDOWIGETTA - MADRE DE DRAGONES!!!!! #57,2018-01-27,2184122,198648,9936,Jan
3004,🔴 CAJAS + VICTORIAS - PLAYERUNKNOWN'S BATTLEGROUNDS,2018-01-27,1034301,109497,1341,Jan
3005,ROBAMOS EL SUPER AVENGER - GTA V,2018-01-26,2216222,136967,2837,Jan
3006,🔴 ¿NOVEDADES? - PLAYERUNKNOWN'S BATTLEGROUNDS,2018-01-26,1046429,113581,915,Jan
3007,#MUNDOWIGETTA - NUEVOS MODS!!! #55,2018-01-25,1821097,190380,6687,Jan
3008,🔴 SEA OF THIEVES - LOBOS DE MAR (BETA CERRADA),2018-01-25,1342050,124062,1763,Jan
3009,SUPERVEGETTA VS SUPERWILLY VS SUPERFARGAN,2018-01-25,4774541,240304,14267,Jan
3010,🔴 SEA OF THIEVES - BARCO FANTASMA (BETA CERRADA) #2,2018-01-25,1311705,117878,1609,Jan
3011,🔴 SEA OF THIEVES - SOMOS PIRATAS! (BETA CERRADA) #1,2018-01-24,2431803,180978,2747,Jan
3012,#MUNDOWIGETTA - LA ESPADA DE FUEGO!  #53,2018-01-23,1987574,190292,7271,Jan
3013,KING VEGETTING VS WILLY VS FARGAN - STICK FIGHT,2018-01-23,2331923,157643,1653,Jan
3014,SUPER ASALTO CON FARGAN - GTA V,2018-01-22,1643644,109621,2790,Jan
3015,🔴 DIRECTO FELIZ EN PLAYERUNKNOWN'S,2018-01-22,933303,102742,1069,Jan
3016,#MUNDOWIGETTA - MATA DRAGONES!  #51,2018-01-21,2456182,263321,8287,Jan
3017,RINOUNICORNIO VS WILLY VS FARGAN,2018-01-21,9963214,501535,5021,Jan
3018,ME CONVIERTO EN SUPER JEFE! - WILLY VS FARGAN VS VEGETTA,2018-01-20,2725262,143019,1751,Jan
3019,🔴 SABADO DE PLAYERUNKNOWN'S BATTLEGROUNDS,2018-01-20,1177884,111840,1230,Jan
3020,FORTNITE - NUEVO MAPA!,2018-01-20,2072744,79633,3037,Jan
3021,#MUNDOWIGETTA - CONVERTIMOS AL WITHER EN PIEDRA PERO...  #49,2018-01-19,2009897,205529,5382,Jan
3022,WILLY VS FARGAN VS SUPERAMOR,2018-01-19,2347667,159615,3041,Jan
3023,MUCHAS RISAS Y TONTERIAS - GTA V,2018-01-18,1563999,103931,3077,Jan
3024,"🔴 ABRIMOS CAJAS, BUSCAMOS POLLO - PLAYERUNKNOWN'S",2018-01-18,929998,95159,885,Jan
3025,#MUNDOWIGETTA - COFRE GIGANTE DE SANGRE!  #47,2018-01-17,1968961,242337,7415,Jan
3026,¿QUIEN ES EL ASESINO? - GARRY´S MOD,2018-01-17,7455845,272451,5658,Jan
